date,game,player,team,prop_type,model_probability,fair_odds,market_odds,market_implied_probability,edge_percent,tier,confidence,result,win_loss_push,profit_loss_units,closing_odds,closing_line_value,notes,evaluation_mode
2026-04-18,DET@BOS,Gleyber Torres,DET,HR,1.86,+5290,800,11.11,-9.25,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Gleyber Torres,DET,2+ TB,17.57,+469,154,39.37,-21.80,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Colt Keith,DET,HR,7.90,+1166,,,,B,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Colt Keith,DET,2+ TB,37.64,+166,,,,A,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Riley Greene,DET,HR,8.30,+1105,1000,9.09,-0.79,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Riley Greene,DET,2+ TB,37.92,+164,198,33.56,4.36,A,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Spencer Torkelson,DET,HR,3.46,+2787,700,12.50,-9.04,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Spencer Torkelson,DET,2+ TB,22.43,+346,185,35.09,-12.66,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Kerry Carpenter,DET,HR,13.18,+659,,,,A,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",target_accuracy
2026-04-18,DET@BOS,Kerry Carpenter,DET,2+ TB,45.20,+121,,,,A+,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"2 H, 5 TB, 1 HR, 1 R, 2 RBI",target_accuracy
2026-04-18,DET@BOS,Wenceel Pérez,DET,HR,3.29,+2937,710,12.35,-9.06,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Wenceel Pérez,DET,2+ TB,6.00,+1567,166,37.59,-31.59,D,"Medium — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Javier Báez,DET,HR,4.55,+2098,1070,8.55,-4.00,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Javier Báez,DET,2+ TB,27.65,+262,200,33.33,-5.68,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,2.000,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Jake Rogers,DET,HR,0.94,+10571,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"1 H, 2 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,DET@BOS,Jake Rogers,DET,2+ TB,6.00,+1567,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 2 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,DET@BOS,Roman Anthony,BOS,HR,0.93,+10694,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Roman Anthony,BOS,2+ TB,18.78,+432,164,37.88,-19.10,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Andruw Monasterio,BOS,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Andruw Monasterio,BOS,2+ TB,13.38,+647,153,39.53,-26.15,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Willson Contreras,BOS,HR,5.28,+1793,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Willson Contreras,BOS,2+ TB,30.86,+224,147,40.49,-9.63,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Trevor Story,BOS,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Trevor Story,BOS,2+ TB,10.13,+887,132,43.10,-32.97,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Wilyer Abreu,BOS,HR,2.73,+3569,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Wilyer Abreu,BOS,2+ TB,23.64,+323,135,42.55,-18.91,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Ceddanne Rafaela,BOS,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Ceddanne Rafaela,BOS,2+ TB,12.69,+688,150,40.00,-27.31,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Caleb Durbin,BOS,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Caleb Durbin,BOS,2+ TB,6.00,+1567,195,33.90,-27.90,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,DET@BOS,Connor Wong,BOS,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Connor Wong,BOS,2+ TB,22.17,+351,,,,C,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Isiah Kiner-Falefa,BOS,HR,0.40,+24900,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,DET@BOS,Isiah Kiner-Falefa,BOS,2+ TB,6.00,+1567,202,33.11,-27.11,D,"Medium — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Sal Frelick,MIL,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,MIL@MIA,Sal Frelick,MIL,2+ TB,6.00,+1567,150,40.00,-34.00,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,MIL@MIA,William Contreras,MIL,HR,1.38,+7170,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,William Contreras,MIL,2+ TB,24.37,+310,150,40.00,-15.63,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Brice Turang,MIL,HR,6.42,+1458,1300,7.14,-0.72,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,13.000,,,"2 H, 5 TB, 1 HR, 1 R, 3 RBI",betting_roi
2026-04-18,MIL@MIA,Brice Turang,MIL,2+ TB,36.04,+177,230,30.30,5.74,A,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,2.300,,,"2 H, 5 TB, 1 HR, 1 R, 3 RBI",betting_roi
2026-04-18,MIL@MIA,Gary Sánchez,MIL,HR,7.97,+1155,650,13.33,-5.36,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Gary Sánchez,MIL,2+ TB,33.79,+196,280,26.32,7.47,A,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Jake Bauers,MIL,HR,6.12,+1534,700,12.50,-6.38,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Jake Bauers,MIL,2+ TB,29.81,+235,300,25.00,4.81,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Luis Rengifo,MIL,HR,0.40,+24900,1300,7.14,-6.74,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Luis Rengifo,MIL,2+ TB,6.00,+1567,-120,54.55,-48.55,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,0.833,,,"1 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Garrett Mitchell,MIL,HR,4.68,+2035,1000,9.09,-4.41,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Garrett Mitchell,MIL,2+ TB,30.80,+225,260,27.78,3.02,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Brandon Lockridge,MIL,HR,0.40,+24900,2200,4.35,-3.95,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,MIL@MIA,Brandon Lockridge,MIL,2+ TB,6.00,+1567,360,21.74,-15.74,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,MIL@MIA,Joey Ortiz,MIL,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Joey Ortiz,MIL,2+ TB,6.00,+1567,100,50.00,-44.00,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Jakob Marsee,MIA,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Jakob Marsee,MIA,2+ TB,6.00,+1567,150,40.00,-34.00,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Xavier Edwards,MIA,HR,0.56,+17891,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Xavier Edwards,MIA,2+ TB,23.30,+329,150,40.00,-16.70,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Agustín Ramírez,MIA,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Agustín Ramírez,MIA,2+ TB,10.02,+898,240,29.41,-19.39,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Liam Hicks,MIA,HR,2.08,+4710,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Liam Hicks,MIA,2+ TB,21.69,+361,-110,52.38,-30.69,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,0.909,,,"2 H, 2 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Otto Lopez,MIA,HR,6.78,+1375,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Otto Lopez,MIA,2+ TB,36.95,+171,180,35.71,1.24,A,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Connor Norby,MIA,HR,1.74,+5640,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"2 H, 2 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,MIL@MIA,Connor Norby,MIA,2+ TB,21.99,+355,250,28.57,-6.58,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,2.500,,,"2 H, 2 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,MIL@MIA,Owen Caissie,MIA,HR,3.56,+2706,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Owen Caissie,MIA,2+ TB,18.89,+429,360,21.74,-2.85,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,MIL@MIA,Heriberto Hernández,MIA,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 1 RBI",target_accuracy
2026-04-18,MIL@MIA,Heriberto Hernández,MIA,2+ TB,6.00,+1567,100,50.00,-44.00,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 1 RBI",betting_roi
2026-04-18,MIL@MIA,Javier Sanoja,MIA,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,MIL@MIA,Javier Sanoja,MIA,2+ TB,6.67,+1399,150,40.00,-33.33,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Gunnar Henderson,BAL,HR,6.60,+1416,900,10.00,-3.40,C,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,9.000,,,"2 H, 5 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,BAL@CLE,Gunnar Henderson,BAL,2+ TB,29.52,+239,150,40.00,-10.48,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,1.500,,,"2 H, 5 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,BAL@CLE,Taylor Ward,BAL,HR,0.40,+24900,1050,8.70,-8.30,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Taylor Ward,BAL,2+ TB,17.77,+463,150,40.00,-22.23,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,1.500,,,"1 H, 2 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Pete Alonso,BAL,HR,2.42,+4040,850,10.53,-8.11,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Pete Alonso,BAL,2+ TB,18.00,+456,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI; market line 0.5 excluded from 2+ TB ROI",target_accuracy
2026-04-18,BAL@CLE,Dylan Beavers,BAL,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Dylan Beavers,BAL,2+ TB,6.00,+1567,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Colton Cowser,BAL,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Colton Cowser,BAL,2+ TB,6.00,+1567,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Leody Taveras,BAL,HR,2.66,+3662,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,BAL@CLE,Leody Taveras,BAL,2+ TB,30.80,+225,150,40.00,-9.20,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.500,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",betting_roi
2026-04-18,BAL@CLE,Samuel Basallo,BAL,HR,3.39,+2849,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Samuel Basallo,BAL,2+ TB,15.07,+564,150,40.00,-24.93,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Coby Mayo,BAL,HR,0.40,+24900,850,10.53,-10.13,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Coby Mayo,BAL,2+ TB,6.00,+1567,325,23.53,-17.53,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Jeremiah Jackson,BAL,HR,8.58,+1065,800,11.11,-2.53,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Jeremiah Jackson,BAL,2+ TB,34.95,+186,150,40.00,-5.05,A,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Steven Kwan,CLE,HR,0.40,+24900,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Steven Kwan,CLE,2+ TB,6.07,+1546,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI; market line 0.5 excluded from 2+ TB ROI",target_accuracy
2026-04-18,BAL@CLE,Chase DeLauter,CLE,HR,6.28,+1492,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Chase DeLauter,CLE,2+ TB,27.77,+260,50,66.67,-38.90,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,José Ramírez,CLE,HR,6.11,+1538,,,,C,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,José Ramírez,CLE,2+ TB,32.10,+212,175,36.36,-4.26,A,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Kyle Manzardo,CLE,HR,2.66,+3664,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Kyle Manzardo,CLE,2+ TB,19.91,+402,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,George Valera,CLE,HR,2.71,+3591,,,,D,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,George Valera,CLE,2+ TB,28.54,+250,,,,B,"Medium — stats+savant+recent+BvP, posted lineup, no live markets",L,L,,,,"0 H, 0 TB, 0 HR, 0 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Rhys Hoskins,CLE,HR,2.13,+4586,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Rhys Hoskins,CLE,2+ TB,19.54,+412,275,26.67,-7.13,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Daniel Schneemann,CLE,HR,8.88,+1026,,,,B,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",target_accuracy
2026-04-18,BAL@CLE,Daniel Schneemann,CLE,2+ TB,42.69,+134,400,20.00,22.69,A+,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,BAL@CLE,Bo Naylor,CLE,HR,3.47,+2785,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,BAL@CLE,Bo Naylor,CLE,2+ TB,16.92,+491,,,,D,"High — stats+savant+recent+BvP, posted lineup, no live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 1 RBI",target_accuracy
2026-04-18,BAL@CLE,Brayan Rocchio,CLE,HR,2.22,+4405,,,,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,,,,"1 H, 4 TB, 1 HR, 1 R, 3 RBI",target_accuracy
2026-04-18,BAL@CLE,Brayan Rocchio,CLE,2+ TB,18.90,+429,135,42.55,-23.65,D,"High — stats+savant+recent+BvP, posted lineup, limited or misaligned live markets",W,W,1.350,,,"1 H, 4 TB, 1 HR, 1 R, 3 RBI",betting_roi
2026-04-18,STL@HOU,JJ Wetherholt,STL,HR,2.87,+3386,800,11.11,-8.24,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,STL@HOU,JJ Wetherholt,STL,2+ TB,18.68,+435,185,35.09,-16.41,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"1 H, 1 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,STL@HOU,Iván Herrera,STL,HR,4.24,+2259,750,11.76,-7.52,D,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,STL@HOU,Iván Herrera,STL,2+ TB,26.06,+284,180,35.71,-9.65,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",L,L,-1.000,,,"0 H, 0 TB, 0 HR, 1 R, 0 RBI",betting_roi
2026-04-18,STL@HOU,Alec Burleson,STL,HR,8.29,+1106,600,14.29,-6.00,B,"High — stats+savant+recent+BvP, posted lineup, live markets matched",W,W,6.000,,,"2 H, 6 TB, 1 HR, 1 R, 1 RBI",betting_roi
